start,end,text
165600,166600," I'm going to show you how we're going to do this."
166600,168200," Hold on a second."
168200,169200," This should go out."
169200,170200," Yes, there we go."
170200,171200," Properly unlisted it."
171200,172200," Great."
172200,177000," Let's jump right into our headline topic for the day, which is of course that Alex managed"
177000,183800," to get the VP of Windows platform and services on the phone to go over some of our concerns"
183800,186520," about Windows modern standby."
186520,190760," First of all, I want to give Microsoft credit because on the one hand, yeah, they've clearly"
190760,196040," sat on an ass on this issue for, well, years at this point."
196040,201200," But on the other hand, now that we have raised it as a problem, now that the community has"
201200,207400," spoken and made their voices heard that this is a problem that affects them day to day,"
207400,211320," they appear to be taking it really seriously."
211320,216080," Let's start with Alex's interview and go from there."
216080,221560," First Alex asked why is S3 sleep being removed from the Biosol laptops?"
221560,222560," Oh, no."
222560,225040," We should give the people a bit of a catch you up."
225040,228800," If you didn't catch the original video, did you watch the video?"
228800,230560," Okay."
230560,237040," So Windows modern standby or S zero sleep is a connected type of sleep that is meant to"
237040,239800," replace the traditional S3 sleep."
239800,244880," It's supposed to be connected, more power efficient and generally a boon."
244880,250700," It's been brought about in no small part by Intel's push for a more smartphone like"
250700,254440," experience on Windows laptops."
254440,259000," The problem is that a lot of the time when the machine is sleeping, I mean, I'm sure"
259000,260000," you've encountered this."
260000,265840," Have you ever come to your laptop, found it to be piping hot with a dead battery after"
265840,268640," you folded it and put it in your bag?"
268640,269640," Yes."
269640,272640," I also have like, I'll try to put my desktop to sleep."
272640,273640," Right, a separate issue."
273640,274640," Okay."
274640,276440," I don't want to talk about that for now."
276440,283440," Oh, oh, I left it in the camera then."
283440,288400," Oh, we basically came out and said, we think we figured this out."
288400,292560," We think it's to do with some kind of, it seems like high performance machines are"
292560,294400," disproportionately affected."
294400,298440," So it's, it's something that the machine can be turning away on while it's supposed"
298440,299760," to be sleeping."
299760,305400," We figured out that by disabling the network connected aspect of this type of sleep on"
305400,311920," a Mac, we were able to, we were able to get rid of that behavior, which we have also seen"
311920,315480," on a Mac, not even an Intel Mac, right?"
315480,316480," Interesting."
316480,322440," So it's just, it's just a weird, it's a weird quirk of, of this type of sleep state."
322440,326600," And we basically made a video calling out Microsoft saying, Hey, this has been a problem"
326600,329040," for literally years."
329040,334040," This cannot be because you already suffer from worse battery life compared to your main"
334040,339280," competitor, Apple, who is gaining market share in the mobile computer space."
339280,343640," You've got to deal with this because it is, it is killing the experience of using a Windows"
343640,344640," laptop."
344640,345640," Yeah."
345640,348480," Like I talked to someone like Jake and I'm sitting here and I'm sorry, you charge your"
348480,351040," laptop like once a week."
351040,354640," That's impossible for me because half the time I go to grab my laptop, it feels, it's"
354640,358880," probably not half, but it, it feels like every time I go to grab my bloody laptop, I might"
358880,361120," as well flip a coin for whether I'm going to have any battery left."
361120,364800," If you go somewhere without a cable, you might as well not even brought the laptop."
364800,365800," Exactly."
365800,366800," Yeah."
366800,367800," Exactly."
367800,371080," We're trying to light a fire at Microsoft and it seems like it worked."
371080,375440," So the first thing Alex asked was why is S three sleep being removed from the bios of"
375440,376440," laptops?"
376440,379520," Cause that's the problem is you couldn't even just say, look, I don't want S zero."
379520,381320," I want S three."
381320,385200," When there's this industry move towards eliminating S three."
385200,387040," So here's the answer."
387040,392840," Microsoft is moving away from S three sleep because how each device goes because how each"
392840,396960," device goes to sleep is controlled by that device is firmware."
396960,401520," That means for device to sleep properly, the firmware needs to be updated and maintained"
401520,404000," by the company that made said device."
404000,408040," And as you can probably guess, that doesn't happen all the time."
408040,410800," Big problem with windows being put on so many different things."
410800,411800," Mm hmm."
411800,417880," By using S zero sleep instead, Microsoft has more control over sleep and has a much higher"
417880,423480," success rate of everything going to sleep properly and waking up properly compared to"
423480,425000," S three sleep."
425000,429520," And I have to admit, I was wondering too, well, what was the problem with S three sleep?"
429520,434960," But then again, I also know back to your desktop comment that there are plenty of problems"
434960,436320," with S three sleep."
436320,437320," Yeah."
437320,442320," Like say, for example, disabling wake on mouse or wake on keyboard in the bios and yet having"
442320,447000," it magically wake up if you so much as bump your mouse anyway, or just wake up randomly."
447000,448000," Yeah."
448000,449000," Right?"
449000,452280," I had this thing for a while where I had to put it to sleep three times every time."
452280,453280," Mm hmm."
453280,456960," I'd wake back up again, like five minutes later, and then I could finally get it to go down."
456960,459320," And I had a lot of people comment on this video."
459320,461040," Why don't you just shut down your computer?"
461040,463200," Why don't you just shut down your computer?"
463200,470480," If it's an advertised feature of the product, no, you don't get to complain about me complaining"
470480,471600," about it."
471600,476320," That is a problem that is objectively a problem and I don't want to hear it."
476320,479880," So so what you turn off your computer."
479880,482120," I don't give a **** it."
482120,488400," But if the computer is supposed to go to sleep, I am well within my right to expect that it"
488400,489960," will go to sleep."
489960,490960," Okay."
490960,492440," It's like a child, right?"
492440,494280," The child is supposed to go to sleep."
494280,498040," So if it doesn't go to sleep, well, you're well within your right to yell at it and shake"
498040,499040," it."
499040,500040," Obviously kidding."
500040,501040," Obviously kidding."
501040,511560," I'm trying to make it so people don't take me too seriously when I'm going all the way"
511560,513560," because some people can't tell the difference."
513560,514560," Okay."
514560,515560," All right."
515560,520400," Anyway, I also think sometimes it's like the backing into parking spaces thing."
520400,525760," Like you might have a lot of time when you are done using said device, but you might"
525760,529280," know that the next time that you have to start using it, you're going to need to use"
529280,534520," it quickly, but you don't want to just let it sit there running the whole time."
534520,539440," And I get that I get that your needs might not be the same as mine, but that doesn't"
539440,544640," make them the only valid needs that to and I'm not saying that your way shouldn't be"
544640,545640," supported."
545640,546640," That's the thing."
546640,548960," I'm not saying, well, everyone should shut down."
548960,550880," Yeah, you shouldn't shut down."
550880,552880," I'm saying you should be able to do both."
552880,554040," We should have choice."
554040,558640," Like say, for example, there's a lot of really great feedback recently about the micron"
558640,559840," facilities tour."
559840,560840," Okay."
560840,561880," Did you watch it by any chance?"
561880,564240," No, but it's in my watch later."
564240,565240," Yeah."
565240,566240," It's really good."
566240,567240," Yeah."
567240,569520," So, let me know in the comments, basically, this is the best video you guys have ever"
569520,570520," done."
570520,572920," This is far and away the best factory tour I've ever seen."
572920,574760," It's a really good video."
574760,576720," Micron was amazing."
576720,581640," They really opened up, allowed us to see, not just see, but use the facilities."
581640,582640," I made ram."
582640,583640," I saw that."
583640,586320," I saw that thumbnail and immediately added it to my watch later."
586320,587320," I made ram."
587320,589280," It was so cool."
589280,590280," Well, here's the thing."
590280,591280," I can't."
591280,593280," Did we just lose power?"
593280,596240," How much UPS do we have over here?"
596240,599440," We need to get power from the main server room UPS."
599440,601560," Let's fricking go."
601560,603280," We have three minutes."
603280,604280," How much?"
604280,605280," Okay."
605280,606280," Luke entertained the people."
606280,607280," Okay."
607280,608280," I don't think we're live though."
608280,609280," Sing a song."
609280,610280," We're live."
610280,611280," We are live."
611280,612280," Okay."
612280,613280," Wait."
613280,614280," No, yeah, we're back."
614280,615280," Hello."
615280,616480," Hi."
616480,619960," It is nighttime on the WAN show now with Luke."
619960,620960," How's it going?"
620960,626120," Dan, who usually sits back there behind the TV, which I guess you guys don't see, but"
626120,629160," it's also behind the camera."
629160,634800," Pretty much said three minutes got up and ran and Linus also got up and ran."
634800,637360," We have lost power."
637360,641640," Both of them are off trying to solve the problem."
641640,646000," I'm still not a hundred percent certain if it's live."
646000,647800," People are saying F."
647800,649280," I think we're still sending some data."
649280,654600," I'm not 100% sure what's going on, but assuming that this is going to someone right now, I'm"
654600,657600," just going to, I'm just going to keep going."
657600,660160," There's UPS is beeping all around the building."
660160,665600," I'm not 100% certain what you guys can hear, but we have one very large UPS in the server"
665600,669840," room that I think they are going to try to work on."
669840,675080," I suspect if I had to make some assumptions that they are going to be shutting down certain"
675080,680640," things that are running off of that UPS system to try to keep networking and what not going"
680640,683720," as long as possible so that we can keep the stream going."
683720,687200," I do believe that is the plan, although I can hear them talking right now."
687200,689200," Theoretically, they will be coming back soon."
689200,690200," I don't know."
690200,692600," Should I give you guys spoilers?"
692600,695880," No, I can't because then you guys will post them in chat and Linus don't know which ones"
695880,698440," are real and which ones are fake."
698440,700680," I won't go through that."
700680,706120," I don't think I can really complete this sleep topic."
706120,707800," I might jump into another one."
707800,714000," I think the one that I'm going to do is the last past topic because if this stream is"
714000,719080," going out to no one, that is probably the most okay one to do because there are no notes"
719080,722080," for it in the doc."
722080,725400," Hello."
725400,726800," Just all the lights coming on."
726800,727800," What's a good time?"
727800,728800," Oh, right."
728800,729800," So this isn't UPS running this."
729800,730800," We just got power back."
730800,733600," No, this is UPS."
733600,734600," This is UPS."
734600,735600," Okay."
735600,738600," I didn't realize this."
738600,739600," Like this on that."
739600,740800," Yeah, should we turn this off?"
740800,742240," Yeah, just go for it."
742240,744040," You're fine."
744040,745040," There's extreme circumstances."
745040,746760," Yeah, we can just have a night when show."
746760,747760," It's fine."
747760,749320," Directly through the notes."
749320,754640," Legendary programmer John Carmack known for programming the original Doom and his love"
754640,761560," for VR has stepped down as consulting CTO for reality labs formerly Oculus actually didn't"
761560,762920," know they were called reality labs."
762920,764480," I don't know why I didn't know that."
764480,766360," Yeah, I think that was a while back."
766360,771200," Yeah, I probably just didn't care because it's a weird name change that doesn't matter."
771200,778360," Meta is famous for making and directing and directly breaking promises not to F it up."
778360,782920," In quotes, you will not need a Facebook account to use or develop for the Rift."
782920,784480," That's definitely not a thing anymore."
784480,785480," Yeah."
785480,786560," Quotes, we are not going to track you."
786560,789360," Flash ads that you are doing anything invasive."
789360,790520," That's not a thing anymore."
790520,795520," In quotes, we are not going to lock people out because they compete."
795520,799400," I actually didn't know that was broken, but apparently that was broken in 2016."
799400,800400," Yeah."
800400,805000," And then another one in quotes, Facebook is going to give us access to massive resources,"
805000,807440," but let us operate independently on our own vision."
807440,808520," Hey, the first part they did."
808520,813680," If anything, I think the entire investing world quadrupled."
813680,815520," Hex to pulled down."
815520,816520," Yeah."
816520,819520," The first half of that is extremely correct."
819520,820520," Yeah."
820520,823560," And then in quotes, none of our gaming resources will be diverted."
823560,824560," Oh, yeah."
824560,826160," That one, not so much."
826160,827160," Ooh."
827160,831480," Carmack says that he has mixed feelings about leaving stating that the Quest 2 in particular"
831480,835600," was almost exactly what he wanted to see despite complaints about the software."
835600,836600," Yeah."
836600,840080," The proverbial straw that broke the camel's back is apparently the gaming resources being"
840080,841080," diverted one for him."
841080,842080," I mean, we know."
842080,843080," Yeah."
843080,844080," John Carmack."
844080,845080," He's a gamer guy."
845080,846080," He's not a gamer."
846080,847080," Oh."
847080,848880," He's not into gaming, right?"
848880,851040," John Carmack, not that into gaming."
851040,852040," Just a doom."
852040,853040," Yeah."
853040,854040," It's not a game."
854040,855040," Yeah, exactly."
855040,856040," It's a wall."
856040,857040," It's real."
857040,858040," It's a wall painting simulator."
858040,861040," It's how we protect the world from demons."
861040,863000," Training."
863000,865800," You know the storyline behind doom is surprisingly in depth."
865800,868200," Yeah, there's a ton of lore that I had no idea."
868200,869200," Yeah, I mean, either."
869200,873320," Anyway, Carmack has previously been critical of meta's direction, saying that they should"
873320,878080," focus on products to tap into the metaverse before building out initiatives."
878080,882040," He worried that thousands of people's efforts spanning years would be spent on things that"
882040,885520," didn't contribute to the way people use devices today."
885520,886800," Seems to be a little bit true."
886800,891120," His biggest problem, however, is the efficiency and speed of development."
891120,896400," He says that as someone who works hard at optimization, seeing gross inefficiency hurts"
896400,902280," your soul, likening to seeing 5% GPU utilization, that is not surprising from him."
902280,906000," He has always been hyper into that."
906000,909760," This is one of the reasons why people still run some of his old games on like as many"
909760,914520," devices as they can possibly imagine, because they're really, really well built for optimization"
914520,918040," for regard, like basically regards what platform you're on reality labs."
918040,921160," He says operates at half the effectiveness that he'd like."
921160,922160," Yikes."
922160,924360," That's a big group."
924360,926880," I mean, his standards are pretty high."
926880,927880," Yes."
927880,930160," But there's probably still room for improvement."
930160,931800," Also yes."
931800,935680," His voice at the top of the company to his dismay has not been able to persuade the"
935680,937560," organization to improve."
937560,943920," He says that he has never been able to stop stupid things because they cause damage or"
943920,947000," set a direction and have the team stick to it."
947000,948720," He blames himself for this."
948720,953120," As instead of taking a leadership role and locking horns with Facebook on day one, he"
953120,956200," focused on what he's best at programming."
956200,957880," That's also not surprising."
957880,961520," He assumed he would hate it, be bad at it, and probably lose anyways."
961520,963800," So that's why he stuck to programming."
963800,968960," He still deeply believes in VR and that meta is best able to show its value."
968960,974320," His parting advice in quotes is make better decisions and fill your products with give"
974320,975720," a damn."
975720,980400," Now Carmack's focus, yeah, me too, actually, Carmack's focus will be on his artificial"
980400,985800," intelligence startup, Keene Technologies, which has received significant investment money"
985800,987800," in recent months."
987800,992960," Artificial intelligence or AGI has the goal of making an artificial intelligence system"
992960,999760," that can theoretically do any task a human can, a truer definition of AI."
999760,1005120," What we call AI right now is far more limited in scope and is often just a matter of observe"
1005120,1008320," and fail at one thing until it gets better."
1008320,1013400," Some like meta chief scientist Yan Li-kun, hopefully I said that right, I don't know,"
1013400,1019520," sorry if I did say that wrong, doubt that AGI can or will ever become a reality."
1019520,1023720," Here's fear what AGI could represent if created irresponsibly."
1023720,1029440," The AI overlords joke hits a little differently for AGI."
1029440,1039800," Now what I kind of want to raise here is I think AI or AGI or whatever is what a lot"
1039800,1046200," of people, definitely including myself, thought VR was going to be at this point in time."
1046200,1047840," I think it's a huge disruptor."
1047840,1049360," I think it's going to change a ton of things."
1049360,1056240," I think it already has and the real usable levels of it have barely even existed yet."
1056240,1062280," Like when GPT-4 comes out, if places like Google who have large language models similar"
1062280,1067880," to GPT-4, whatever, if they start using those more publicly, if other companies that have"
1067880,1072400," similar systems start using those more publicly, I think the impact of these things are going"
1072400,1078360," to be on the scale that when Oculus was first founded, people thought the impact of VR was"
1078360,1079920," going to be at."
1079920,1086040," So I think it is a much more significantly interesting thing to work on right now."
1086040,1092400," And I think Carmack is quite interested in leading his own things considering that the"
1092400,1101480," vast amount of his frustrations very clearly when leaving meta was leadership decisions."
1101480,1104960," And efficiencies and goals and all that type of stuff."
1104960,1108080," So if he can steer the ship more directly and he can do it on something that might be"
1108080,1110160," more punchy and more fun right now, I think that might be interesting."
1110160,1113320," This is one of those things where I think I've talked to you about this, like not on"
1113320,1115360," the show, just talking."
1115360,1119480," I don't know how I would handle working for someone else."
1119480,1124120," As long as they made decisions that I agreed were really great, it'd be fine."
1124120,1126280," But the second one of them is great."
1126280,1127880," But they probably won't."
1127880,1130600," And it's not going to be fine."
1130600,1136680," I think it's really hard to end the thing is that I like to think that I try pretty hard"
1136680,1141040," to reach consensus when we make a decision as a company."
1141040,1145080," I have never experienced that anywhere else."
1145080,1147880," And I suspect that is not very common."
1147880,1151560," And I suspect that even as I'm talking about this and you're sitting there nodding, I'm"
1151560,1154280," not always perfect at it."
1154280,1158120," But there's a reason I'm still here too."
1158120,1159120," I don't know."
1159120,1161440," I don't think I would find..."
1161440,1163960," I wouldn't need to agree with everything."
1163960,1166800," But I don't think I would find a place where I would agree with enough."
1166800,1168640," And I think that's basically what he's run into here."
1168640,1170600," I've said this literally on the Wancho before."
1170600,1173800," Like I don't necessarily agree with everything we've ever done."
1173800,1174800," No, you don't."
1174800,1177720," But I think that would be basically impossible."
1177720,1178760," And it's fine."
1178760,1184640," And I think I do agree with the vast majority of things that we've done."
1184640,1185640," Wow."
1185640,1188080," That's a little more juice."
1188080,1189080," Way less than I thought."
1189080,1190080," Hey, there you go."
1190080,1191080," All right."
1191080,1192080," Good enough."
1192080,1193080," Nice."
1193080,1194720," I do agree with the vast majority of things that we've done."
1194720,1197920," And even when I don't agree with what we've done, I can usually at least see the logic"
1197920,1198920," behind it."
1198920,1204360," I have worked places before where tons of things happen where no matter how hard I"
1204360,1206440," try, I can't find the logic behind it."
1206440,1210520," The logic behind why the show is dark today, by the way, if you guys are joining us a little"
1210520,1215760," bit late here, we're going to try to splice together the segments of the show."
1215760,1218640," But we were interrupted by a power outage."
1218640,1221940," We are going to run on battery for as long as we can here, guys."
1221940,1226280," But the show might be a little bit on the shorter side, which means I want to jump through"
1226280,1229760," our sponsor spots right away to make sure that, hey, at least they're getting their"
1229760,1230760," money's worth here."
1230760,1232160," And they don't ask for a refund."
1232160,1234400," The show is brought to you by SeaSonic."
1234400,1240200," SeaSonic's Prime TX 1600 watt power supply is a great choice for high performance system."
1240200,1243840," Look, I'm not going to not get through the sponsor spots."
1243840,1244840," Okay."
1244840,1246720," I was brought in on my Friday."
1246720,1249120," I'm supposed to be on vacation this week, darn it."
1249120,1251960," We are doing the WAN show."
1251960,1256680," It features an 80 plus titanium rating, which means that less power gets wasted during power"
1256680,1257680," conversion."
1257680,1259840," Dan, do you have the sponsor lower thirds?"
1259840,1261600," Oh, they're on the server, aren't they?"
1261600,1263520," Okay, we're living without them today."
1263520,1267880," SeaSonic's experience in designing hardware shows in their hybrid mode, a fan control"
1267880,1273720," option that enables users to keep their power supply silent and they back their PSUs"
1273720,1275800," up with up to a 12 year warranty."
1275800,1278960," So if you're building a new system and looking for a power supply, check out what SeaSonic"
1278960,1282680," has to offer at seaSonic.com or at the link down below."
1282680,1285040," The show is also brought to you by Zoho One."
1285040,1288320," If you run a business, you know how hard it is to keep everything organized."
1288320,1292400," But Zoho One is designed to help you run your entire business through a single unified"
1292400,1293400," platform."
1293400,1297920," Replace your patchwork of cloud applications, legacy tools, and paper based processes with"
1297920,1300640," one operating system with Zoho One."
1300640,1304200," And then they'll help you build your company's presence across marketing channels, send prospects"
1304200,1307800," to the right messages, and measure ROI with out of the box insights."
1307800,1311680," They have a comprehensive set of account tools to organize your business finances, track"
1311680,1315760," payables, manage bills and expense, and even monitor your business's financial health."
1315760,1320080," So whether it's sales, marketing, finance, or analytics support, Zoho One has got you"
1320080,1321080," covered."
1321080,1325000," Sign up today using the link below and get a free 30 day trial with no credit card required."
1325000,1327720," Finally, the show is brought to you by Vessy Footwear."
1327720,1332680," Vessy Footwear claims their shoes are 100% waterproof and I've yet to get any snow through"
1332680,1336000," the ones that I was wearing today in the snow."
1336000,1338000," I want to snow."
1338000,1341560," Their dual climate knit material keeps your feet warm during winter and cool during the"
1341560,1342560," summer."
1342560,1347160," They're super easy to slip on and off, comfortable for traveling, fit almost any occasion."
1347160,1350320," Oh, look, there's a point in here that says some of us are wearing them now."
1350320,1351720," Haha, like me."
1351720,1353200," Also they're 100% vegan."
1353200,1356360," So get $25 off each pair with offer code WAN show."
1356360,1358360," You can check them out at Vessy.com/wanchard."
1358360,1361040," I've actually been wearing them quite a bit lately."
1361040,1364880," I forgot to buy new sandals or rather I was too lazy to buy new sandals for kind of an"
1364880,1366760," extended period."
1366760,1370760," And so I started like wearing the Vessys and it's a hard to hard habit to break."
1370760,1373320," They're like, they're all right."
1373320,1378200," You know, my girlfriend bought Vessys without realizing that they were a sponsor of us."
1378200,1380320," Did she even get this discount?"
1380320,1381960," No, I don't think so."
1381960,1384600," And she, I didn't know that she even had them."
1384600,1388680," And she was talking about how much she liked her shoes because no water got through them."
1388680,1392480," And I was like, oh, we have a sponsor that makes like highly water resistant shoes are"
1392480,1393480," called Vessy."
1393480,1394480," And she's like, oh, I have Vessys."
1394480,1395480," I was like, what?"
1395480,1396480," It's what world."
1396480,1397480," How did this happen?"
1397480,1399840," But yeah, it's actually, that's actually a true story."
1399840,1402640," What do you want to talk about?"
1402640,1409160," I want to get through these rapid fire topics because I want to see if you can sniff out"
1409160,1413040," which one of them was written by, by chat GPT."
1413040,1417520," So first, do you want me to read them and you can read through the notes and think about"
1417520,1418520," it or how do you want to do it?"
1418520,1419520," Let's just do it like we normally would."
1419520,1420920," You know, I'll do one, you do one."
1420920,1422200," Let's get through all three of them."
1422200,1423200," Sure."
1423200,1424200," And then I'll do my best."
1424200,1425200," Okay."
1425200,1428800," First up, we've got Youfi admits they lied."
1428800,1433440," This has been a developing story over, man, like a month now, hasn't it?"
1433440,1439400," In a blog post addressed to Youfi security customers and partners, anchor the parent"
1439400,1444280," company of Youfi admitted to using the cloud to send mobile push notifications with small"
1444280,1448240," preview images, which are protected by end to end encryption and deleted shortly after"
1448240,1449400," being sent."
1449400,1450400," Okay."
1450400,1455720," The company also admitted to a security flaw in the live view feature on its web portal,"
1455720,1461600," but denied that any user data had been exposed or that facial recognition data was sent to"
1461600,1463160," the cloud."
1463160,1467840," Youfi has made changes to the feature to require users to log into the web portal in order to"
1467840,1471040," view live streams or share active links to them."
1471040,1475080," The company stated that it is committed to reducing the use of the cloud in its security"
1475080,1483600," processes, wherever possible, and that it complies with all industry standards."
1483600,1487520," Discussion question here is how much does an incident like this really tarnish a brand"
1487520,1488520," or its bottom line?"
1488520,1490080," I, well, I don't know."
1490080,1491080," It depends how mainstream it is."
1491080,1492080," It's a lot."
1492080,1493080," Yeah."
1493080,1497920," It depends how mainstream the reporting on the negativity surrounding it is."
1497920,1502160," How much competition there is in the space that you can talk day in and day out about"
1502160,1506480," what a toxic company and video might be or Apple might be and it's not going to stop"
1506480,1508200," people from buying their products."
1508200,1509200," Absolutely."
1509200,1510200," Yeah."
1510200,1515440," Whereas Youfi, I feel like what did not have as strong of a brand to begin with and so"
1515440,1520000," much of the strength of their brand, at least based on the messages I'm seeing about it,"
1520000,1524640," is around that promise that they didn't upload anything to the cloud."
1524640,1526840," So yeah, I could see it."
1526840,1529200," I could see it being extremely damaging."
1529200,1532360," And there's quite a few competitors and there's competitors that are bigger names."
1532360,1534920," So like this could be a hugely negative."
1534920,1535920," Kind of an underdog."
1535920,1536920," Yeah."
1536920,1542800," Our second discussion question is if you became CEO of this company one week before the revelations,"
1542800,1547360," I hope the AI wrote this discussion question because this is a great discussion question."
1547360,1549960," I suspect it was James who wrote this discussion question though."
1549960,1552160," I think, I think, but I don't remember."
1552160,1555440," I think all the discussion questions might be people."
1555440,1561240," I had a meeting with Riley and James this week about sort of because we added, Luke and"
1561240,1565440," I added a bunch of topics to the doc right before the show went live last week."
1565440,1568280," And Riley sent me the world's saddest email."
1568280,1569280," It was pretty sad."
1569280,1574360," Being like, you know, we work really hard on these topics."
1574360,1578240," I would be really nice to know if you're just like would prefer other topics."
1578240,1581040," And I'm like, Oh, Riley, I'm sorry."
1581040,1582040," It's not you."
1582040,1583040," It's me."
1583040,1586680," Let's have a meeting next week and kind of talk about why we changed them."
1586680,1591600," And one of the things that wasn't just like me laying down an edict or whatever, but one"
1591600,1596000," of the things that came out of our discussion, you're a genius, Jake."
1596000,1599800," He's got a jacory speaking of spots."
1599800,1600800," There's five."
1600800,1602440," We're streaming one show."
1602440,1603440," Let's go."
1603440,1608120," I'm going to eat my triple o's on the show."
1608120,1609120," Heck yeah, Jake."
1609120,1610120," All right."
1610120,1614480," Um, wait, what were we talking about?"
1614480,1615480," All right."
1615480,1616480," Yeah."
1616480,1622240," So one of the things we came to together was that part of choosing a good topic is looking"
1622240,1628200," at what the discussion topics will be because of the discussion topic is, is this bad?"
1628200,1629200," Yeah."
1629200,1630200," Yes."
1630200,1632720," Then there's nothing to really talk about."
1632720,1633720," Yeah."
1633720,1634720," It's bad."
1634720,1635720," We need some back and forth."
1635720,1636720," Okay."
1636720,1637720," Well, but why is it bad?"
1637720,1638720," How is it bad?"
1638720,1639720," Who was bad?"
1639720,1640720," Where was it badly?"
1640720,1641720," We've got to be able to."
1641720,1644280," There's got to be some discussion in the discussion."
1644280,1645280," Yeah."
1645280,1649400," And so what I'm noticing is our discussion topics are our discussion questions are so"
1649400,1655040," much better because I think we're choosing topics based on how rich the discussion can"
1655040,1656040," be."
1656040,1657040," Yeah."
1657040,1658960," So we're trying to truly make things right."
1658960,1663520," If you were the CEO of this company one week before this happened, so you can't, you can't"
1663520,1664680," alter course."
1664680,1666280," All you can do is react to it."
1666280,1667480," What would you have done differently?"
1667480,1671920," So I've, I actually vaguely referenced this on the last show that we talked about UFI,"
1671920,1673920," which I don't think was our last show."
1673920,1676240," I think it was two shows ago or something."
1676240,1679240," And this might like tank the company."
1679240,1684920," But what I said was they effectively had to recall devices and I, I still kind of defend"
1684920,1685920," it."
1685920,1687200," I don't think the company, I don't know."
1687200,1691120," But like they advertised on local only."
1691120,1692640," It is not local only."
1692640,1696520," They're not going to be able to change that I, maybe you can."
1696520,1697520," I doubt it."
1697520,1699560," I don't think they're going to be able to change that."
1699560,1700800," Certainly not immediately."
1700800,1705600," So they need to like, so maybe another option is offer full refunds."
1705600,1709040," Like send out an email explaining everything that's going on."
1709040,1712000," Be very transparent."
1712000,1713680," Admit the things you got to admit."
1713680,1714680," Offer a full refund."
1714680,1716920," And if the user doesn't take it, they don't take it."
1716920,1726200," So the, the, the CEO in me would be trying to avoid a full, we refund everything."
1726200,1727200," Yeah."
1727200,1728200," So yeah."
1728200,1729200," So I think I think you have to do the offer."
1729200,1730200," That's kind of the end."
1730200,1731200," Yeah."
1731200,1732200," You just tank the whole."
1732200,1733200," Yeah."
1733200,1734200," You might as well just say, see you later."
1734200,1735200," Yeah."
1735200,1736200," At that point."
1736200,1739200," And I don't mean like as an FU to the customers that that would be the right thing to do."
1739200,1741040," I mean, you just might not survive it."
1741040,1744280," You just spent so much money on R&D."
1744280,1745960," You spent so much money on tooling."
1745960,1747600," You spent so much money on manufacturing."
1747600,1748800," You spent so much money on shipping."
1748800,1749800," Yeah."
