start,end,text
138760,143040," For all intents and purposes, the website's down until you find a new replacement."
143040,146000," From what I've heard they did and then that's gone now too."
146000,148000," Right, so what happened was they got another..."
148000,149000," Car potato."
149000,153540," They went to a competitor whose name is on here but I'm on the right part of the dock."
153540,154540," Sure."
154540,155540," Epic?"
155540,156540," Yes, and then it was kind of..."
156540,157540," Epic with the K."
157540,160260," That's the most epic, like most epic type of epic."
160260,161260," Absolutely."
161260,166780," Epic in turn though was relying on the services of Vauxility who pulled the plug on Epic after"
166780,173220," it learned that 8-chan had moved to Epic because they had the same philosophy as Cloudflare."
173220,174220," Okay."
174220,177120," So I know you still can't get onto 8-chan."
177120,178120," Okay."
178120,179120," I think."
179120,180120," I'm not going to try right now but..."
180120,186080," I tried earlier and all I got was literally if you just type in 8-chan, all you get is articles"
186080,189280," about how it's about, about like all the recent news about it."
189280,190280," You got good."
190280,191280," Yeah, yeah."
191280,192280," I can't even get it."
192280,193540," It used to be fun when this kind of stuff would happen and you would get like the FBI"
193540,194540," website seized page."
194540,196540," Have you seen those?"
196540,199280," It should just be like a GIF of an FBI guy."
199280,201280," We're taking your website."
201280,204040," What are you doing here?"
204040,205040," Let's see."
205040,209460," Like a guy and like a detective guy."
209460,211060," Yeah, these."
211060,212060," These were epic."
212060,214620," Yeah, those are cool."
214620,215620," Show them."
215620,216620," Yeah."
216620,217620," What do you have?"
217620,218620," I see."
218620,219620," Seizure of mega upload."
219620,224380," It's like so aggressively official looking."
224380,227680," Seized in the background repeated over and over and over again and there's like government"
227680,228680," stamps."
228680,229680," It's like strobing."
229680,230680," Government seizure."
230680,231680," Government seizure."
231680,235880," It's like the purest form of justice porn I think."
235880,236880," We did it guys."
236880,239360," Let's put our stamps and stuff all over it."
239360,240360," It's us."
240360,241360," We took it."
241360,242360," So yeah, okay."
242360,243360," So what happened?"
243360,245920," This is related to a recent tragedy."
245920,246920," Yeah."
246920,250720," Particularly the shooting in El Paso."
250720,251720," So I'll just read it here."
251720,255240," The suspected gunman in the recent El Paso shooting appears to have been inspired by the"
255240,261360," forum website known as 8chan, which is of course related to 4chan but even less moderated."
261360,262360," Unless."
262360,263360," Yeah."
263360,265960," Some people call it infinitechan, infinitychan."
265960,268800," It's basically described as like a blank piece of paper."
268800,270440," You can just write whatever you want there."
270440,271440," Okay."
271440,272920," Anyone can start their own little microblog there."
272920,273920," All right."
273920,274920," Unmoderated."
274920,275920," Okay."
275920,276920," For the most part."
276920,282640," It appears that this gunman posted a 2300 word manifesto to the site just 25 minutes before"
282640,284720," beginning his attack."
284720,286480," That guy is online."
286480,288320," 25 minutes before."
288320,289320," Like."
289320,290320," Well, we'll see."
290320,291320," I like the internet."
291320,292320," Okay."
292320,293320," Okay."
293320,294320," Okay."
294320,298520," Nearly the same thing happened on 8chan before the terror attack in Christchurch, New Zealand."
298520,299520," Oh."
299520,300520," Yes."
300520,305280," So it's I think there's at least three big tragedies linked to 8chan at this point."
305280,306800," That's a that's pretty intense."
306800,307800," Yeah."
307800,312080," The El Paso shooter specifically referenced the Christchurch incident and appears to"
312080,316640," have been inspired by the largely unmoderated discussion on 8chan, which glorified the previous"
316640,317640," massacre."
317640,320160," That's a dark stage of humanity."
320160,324440," If if you have unmoderated conversation, it just turns into that."
324440,327560," I think there's a few different things going on."
327560,332400," I think when populations get significantly large or sufficiently large, there's just"
332400,335120," a minimum percentage of crazy people."
335120,338440," And when there's billions and billions of us and we can all connect with each other as"
338440,341640," long as you speak, you both speak English or you both speak the same language, you can"
341640,342640," find each other."
342640,343640," And everything."
343640,346920," So broadcast it and people won't shut up about their names."
346920,349120," And like they get glorified to a certain degree."
349120,350120," Yeah."
350120,351120," They can find each other."
351120,352120," Yeah."
352120,354120," And when there's just so many people on earth and they can find each other like that, there's"
354120,356880," bound to be a handful of them that congregate in the same space."
356880,360080," And on top of that, I think that there's like people get radicalized."
360080,361080," Yeah."
361080,364800," Like you see this other content and it pushes you into places you haven't been before and"
364800,366520," you actually get worse."
366520,368640," And so it's a there's a feedback loop there."
368640,372120," It's like like riot mentality, but website based."
372120,373120," Yeah."
373120,374560," It's I just I find."
374560,377640," And this has been talked about a million times where people wave wiser and more intelligent"
377640,381640," than me, but it's really, really frustrating with some of this happens and they broadcast"
381640,386640," pictures and their writing and their name and everything because it makes them famous"
386640,387960," within various circles."
387960,392600," Well, on the bright side is I was researching this story today and I still don't know the"
392600,393600," dude's name."
393600,394600," Perfect."
394600,395600," Okay."
395600,396600," So that's cool."
396600,397600," Good."
397600,401040," So what happens was Cloud Trust steps up and they made a big blog post statement saying"
401040,407440," why they they pulled services from this particular website, which is they stress not something"
407440,408440," they want to do."
408440,414200," We have some quotes here saying we reluctantly tolerate content that we find reprehensible."
414200,418920," Like we try to host a lot of companies that we think are bad people in the name of free"
418920,422760," speech and giving platform to as many of voices possible."
422760,425600," But there's a line."
425600,428680," According again, but we draw the line at platforms that have demonstrated."
428680,433000," They directly inspired tragic events and or lawless by design."
433000,435760," Achan has crossed that line."
435760,439240," While removing a Chan from our network takes the heat off of us, it does nothing to address"
439240,441320," why hateful sites fester online."
441320,442320," That's a big thing."
442320,444360," A lot of people are saying, well, like this isn't going to do anything."
444360,446440," The site's just going to go back up online tomorrow."
446440,448640," And if it doesn't, another site like it will."
448640,450600," Well, sites are really hard to squash."
450600,453320," There's a lot of places you can go to stick around."
453320,456800," And yeah, I mean, the people that were on here are still going to be on the internet."
456800,457800," So yeah."
457800,462600," Although I think, I don't know, sometimes when you remove a forum like that, you just have"
462600,463840," to find somewhere else to hang out."
463840,465760," Maybe you de-routicalize a little bit."
465760,466760," Maybe."
466760,471800," But I find it interesting that they're not onioned because like that's not even hard"
471800,472800," anymore."
472800,475600," I paused for a second before I said that because I was like, maybe I should give them the idea."
475600,477120," But it's pretty freakin' obvious."
477120,478120," They're internet people."
478120,480120," Yeah, I think I probably figured it out."
480120,481120," A prime is here."
481120,482120," He must hate something about the show."
482120,485600," I thought he was an enderman for a second."
485600,486600," What's an enderman?"
486600,488600," Is it like those Minecraft hands?"
488600,489600," Yeah."
489600,492280," If you look at them, it's like a problem."
492280,495840," But he just, and he just like stands there and takes things every once in a while."
495840,496840," Man."
496840,497840," And you're like holding something?"
497840,501600," I feel like the fact that I've never really played Minecraft is like a kid never having"
501600,502600," played Lego."
502600,503600," Yeah."
503600,504600," I feel like it's like a, what a shame."
504600,505600," Yeah."
505600,507800," What a shame you never played Minecraft."
507800,510760," And what a tone pivot we just did."
510760,512280," Yeah, absolutely."
512280,513280," Back to the dark stuff."
513280,515280," Okay, so Instagram made a response because..."
515280,522080," Wait, what happened was after the cloud flare thing, the CEO of 8chan made a video."
522080,523480," And it's pretty interesting."
523480,524880," It's really free speechy."
524880,530000," It's really like there's a superimposed Benjamin Franklin like a German background, like a"
530000,532120," wolf t-shirt almost."
532120,536560," And he basically says like, look, we abide by the law."
536560,537720," We're always forthright."
537720,540960," We work with the police like within minutes of these attacks."
540960,542640," Like we're not evil people."
542640,544360," I'm not an extremist."
544360,547360," This is a blank piece of paper that people can use for whatever purposes they do."
547360,550360," And sometimes evil people like this use it in evil ways."
550360,554880," Okay, because that's not free speech doesn't mean as far as I know, literally everything"
554880,557400," because I'm talking about the American one."
557400,558720," This is not my own country's laws."
558720,560320," So I'm not 100% on top of it."
560320,565560," But as far as I know, you can't do like calls for violence and stuff."
565560,569360," So it's not purely a blank piece of paper as far as I know."
569360,571960," Because that's not allowed."
571960,573440," Yeah, there's definitely not..."
573440,575320," You're not allowed to say certain things."
575320,577920," Like free speech to a certain degree."
577920,578920," Yeah."
578920,581680," Yeah, I don't know."
581680,585000," But then there were certain things that he called out as facts."
585000,593200," Like he said that the shooter posted not on the manifesto, not on 8chan first, but indeed"
593200,595360," on Instagram first."
595360,602600," And he then also says that the manifesto was not uploaded by that same user."
602600,603680," The shooter did not upload it."
603680,606200," He may have written it, but a different user uploaded it."
606200,609040," Obviously, if that's true, then it would have been someone working with him."
609040,610040," Yeah."
610040,611040," But..."
611040,615760," And he also says that Cloud Fair has an impending initial public offering and they just want"
615760,618680," like good PR in the lead up to that."
618680,619680," Okay."
619680,623760," Because like, okay, so something to talk about in CloudFlares."
623760,627880," I say this every time something like this happens on Wensho, which is fairly often, is"
627880,629760," CloudFlares completely within their right to do this."
629760,630760," Of course."
630760,631760," Of course."
631760,634600," If they're not a company, they can do whatever the hell they want."
634600,635600," We work with CloudFlare."
635600,640200," They could take full plane and line of sex tips for them off their service if they wanted"
640200,642320," because that's completely within their rights."
642320,648720," So sometimes the free speech argument when you're talking about a company doesn't make"
648720,650680," a ton of sense to me."
650680,655920," You can go after their policies in regards to how they deal with that."
655920,660840," Because like an example that I like to bring up is that the forum does not have anything"
660840,662680," like that at all."
662680,665040," There's no free posting rules on the forum."
665040,666120," It's a tech forum."
666120,670240," We have an off-topic section where you can talk about some stuff, but we usually try"
670240,671960," to stay away from political things."
671960,673440," We try to stay away from whatever."
673440,677960," The reason for that is there's no paid moderators on the forum."
677960,683280," And those kind of topics create a lot of work and they're all volunteers."
683280,685160," That is actually the reason."
685160,689200," It's because we have a bunch of volunteer moderators and when you do that, they can't"
689200,693400," moderate the rest of the forum, which is actually the important parts in my opinion."
693400,694400," Just go somewhere else."
694400,695400," It's a tech forum."
695400,696400," Exactly."
696400,697400," Exactly."
697400,703600," So I like to defend the company's ability to do whatever in that regard because we have"
703600,705680," a similar problem on the forum."
705680,709160," This is obviously a ridiculously different scale."
709160,712600," But I think it is definitely up to the companies to do whatever."
712600,717680," Now, Cloudflow has positioned themselves for a long time as a defender of these types"
717680,719080," of things."
719080,721280," So that's where it starts to get a little bit interesting."
721280,725280," Because Cloudflowers refuse to take down a lot of different websites."
725280,730920," In their own words, they're struggling to create a policy that can be broad and consistent"
730920,732680," and applied again and again."
732680,737920," How do you word that perfectly so that it aligns perfectly with your values across all"
737920,742400," these myriad situations that are just getting crazy and crazier every day, it seems."
742400,744080," How do you make a blanket rule?"
744080,745080," Yeah."
745080,749000," So I can sort of understand the response to a certain degree because they've positioned"
749000,752920," themselves as that entity that will defend whatever."
752920,756280," But then I just want everyone to keep in mind that it is a private company."
756280,757680," It's not the US government."
757680,759200," That law doesn't really apply."
759200,763000," Well, the mission statement is something like to create a better internet."
763000,765200," And the definition better though."
765200,766200," Yeah."
766200,767200," So it depends."
767200,768200," Does that mean free?"
768200,769200," It's really big."
769200,770200," Yeah."
770200,771200," It means safer."
771200,772200," Yeah."
772200,773200," Who knows?"
773200,778440," So after the CEO of HN made that statement, actually Instagram or Facebook responded saying,"
778440,786680," Instagram said that the shooters manifesto wasn't, was not first uploaded to Instagram"
786680,788240," indeed."
788240,792800," They did find an Instagram account that was tied to the gunman and they disabled it,"
792800,795520," but it had been an actor for over a year."
795520,798000," So who knows?"
798000,800920," What does this 8-chan CEO know?"
800920,804040," What is this Facebook PR person telling us?"
804040,805040," Who knows?"
805040,806040," Yeah."
806040,807040," Yeah."
807040,810560," And then we're going to be into like a, no, the crazy guy posted something on your site"
810560,812400," first kind of battle."
812400,813880," That's a little funky."
813880,815960," I don't know."
815960,817680," None of this is good."
817680,821800," But when the Christchurch shooter did this thing, each streamed it, was that not on Instagram"
821800,822800," that he streamed it?"
822800,823800," It was a Facebook, I think."
823800,825960," Well, I don't think it was Twitch."
825960,826960," I'm not sure."
826960,827960," Oh, right."
827960,828960," Yeah."
828960,829960," Good call."
829960,830960," I'm actually not sure."
830960,831960," But I think it was a Facebook owned entity."
831960,832960," I thought it was Facebook itself."
832960,833960," Okay."
833960,834960," Facebook."
834960,835960," I don't know."
835960,836960," But I'm not."
836960,842400," I don't want to have weird ties to, like he called out, subscribed to PewDiePie and he"
842400,846160," did all this stuff, which was like really stupid and didn't make any sense at all."
846160,851920," And there was a bunch of other stuff that it's really interesting how it's kind of the"
851920,858400," reverse of the like NASCAR idea where like when one of these crazy things happen, everyone"
858400,863040," tries to figure out anything that they had any interest in and then applies evil to that."
863040,864040," Yeah."
864040,865040," Speaking of evil."
865040,867040," That was awesome timing."
867040,868040," I would have focused."
868040,870040," And that's the end of that topic anyway."
870040,871040," Yeah."
871040,872040," Perfect."
872040,873640," Because I didn't really want to talk with anymore."
873640,875440," What up, what up, ladies and gentlemen?"
875440,879160," What topic is no fun and no good?"
879160,882280," 8chan taking, or it's a con player taking down 8chan."
882280,883280," Oh, Lordy."
883280,884280," Yeah."
884280,885760," We thought we'd get rid of that before you showed up."
885760,886760," Yeah, that's a complicated topic."
886760,888920," I actually had wanted to talk about that."
888920,889920," Okay."
889920,890920," Throw your input."
890920,894360," Um, because I feel like a broken record on these types of topics."
894360,895360," Oh."
895360,896360," Oh, yeah."
896360,903040," I love bio updates that are completely like, okay, I can postpone it."
903040,904040," Wow."
904040,908000," There's a, there's a countdown on like sure."
908000,910040," Nothing should ever automatically bias update."
910040,911040," Can we just agree on that?"
911040,912040," Yes, we can."
912040,913040," We can."
913040,914040," You know what?"
914040,915040," No, I'm going to play."
915040,916040," I'm going to play."
916040,917040," I'm going to play."
917040,918040," How?"
918040,922240," Because in my video from Paul, and he said one of the highest shame things to do is have"
922240,927640," your computer, because you power goes out while it's, while it's files updated."
927640,933360," In the event, remember, this is a device in this case, which has a built in UPS effectively."
933360,934360," Okay."
934360,935360," So, so there's that."
935360,936360," That does help."
936360,938440," They do have one safeguard in place."
938440,939440," This is really not going well."
939440,940440," You can wait a minute."
940440,941440," Never mind."
941440,942440," It went away."
942440,943440," There's an error."
943440,944440," There's an error."
944440,945440," Like unrecognizable error."
945440,946440," Okay."
946440,947440," Okay."
947440,948440," Okay."
948440,949440," Okay."
949440,950440," Oh."
950440,951440," Oh."
951440,953960," It's hard for me to do this, but I'm going to, I'm defending this behavior right now."
953960,954960," Okay."
954960,955960," I'm playing devil's advocate here."
955960,956960," Okay."
956960,957960," Okay."
957960,958960," I don't know."
958960,960400," Just just just just just hold on for a second here."
960400,961400," Okay."
961400,965560," There's some kind of horrendous CPU security exploit."
965560,966560," Okay."
966560,968880," The only mitigation is like a microcode update."
968880,969880," Okay."
969880,971320," Your computer's BIOS."
971320,972320," It should, it should update."
972320,973320," It should like make you."
973320,975720," I don't think it should automatically happen on a timer."
975720,977920," No, I don't really disagree with you."
977920,978920," Okay."
978920,983520," I think it should tell you and be like, yo, you should like really do this."
983520,985200," Um, but yeah, I don't think- Okay."
985200,987320," So on the stuff- What if your battery's low?"
987320,989200," Well, you think it would check."
989200,990920," Like the BIOS can read the battery percentage."
990920,994480," Are you sure that did?"
994480,995480," Maybe."
995480,997480," It looked too sophisticated."
997480,998480," Okay."
998480,999480," So hold on a second."
999480,1001520," Let's talk about, let's talk about the whole-"
1001520,1002720," HN thing that went down."
1002720,1007320," So my main take on this, so there's a couple of things."
1007320,1013120," I am pro-free speech, but here's the thing."
1013120,1020920," That a lot of the people upset about CloudFlare blocking HN seem to have overlooked."
1020920,1022320," Free speech- I mean, okay."
1022320,1027760," There's a number of ways that free speech gets misunderstood by the average person."
1027760,1028760," Way number one."
1028760,1033000," Free speech is protection from government persecution."
1033000,1040400," Not the right to just say anything you want to anyone you want with no ill effects."
1040400,1043040," That is not what free speech means."
1043040,1049000," So the other thing too is the general concept of your rights ending where someone else's"
1049000,1050480," begins."
1050480,1057560," CloudFlare is a private enterprise exercising their- very similar to free speech."
1057560,1061640," Like there's a lot of things that are not technically speech that get protected by free"
1061640,1069480," speech, but they are effectively exercising their free speech rights to not deal with"
1069480,1073120," or have any association with HN."
1073120,1076800," Point number three that seems to get misunderstood by a lot of people."
1076800,1081200," The United States of America is not actually the world."
1081200,1085720," I didn't bring up that one."
1085720,1087400," I did bring up your previous point."
1087400,1089000," That's usually one of your favorites."
1089000,1090000," Yeah, I know it is."
1090000,1095040," I brought up the private entity thing, but I didn't bring up the Americas and to actually"
1095040,1096040," the entire world."
1096040,1097040," Oh, okay."
1097040,1098040," I don't know."
1098040,1101880," That one just, I get such a kick out of that one because I always get these messages"
1101880,1103840," whenever I'm in another time zone."
1103840,1106560," Why are you uploading at three in the morning?"
1106560,1111640," Because East Coast USA is just one of believe it or not more than 24 time zones."
1111640,1114400," There are a lot of time zones out there."
1114400,1115400," It's amazing."
1115400,1116400," You'd be floored."
1116400,1118840," You'd be floored by how many time zones there are."
1118840,1119840," All right."
1119840,1120920," So we can go ahead."
1120920,1123120," We can move on to the next topic."
1123120,1124960," Why is this not, why is this doing this?"
1124960,1128920," How many times do I have to load my browser to the perpetual Wancho document?"
1128920,1129920," Okay."
1129920,1130920," So I think."
1130920,1131920," What have you guys talked about so far?"
1131920,1132920," Just the A-chan thing."
1132920,1133920," That's it?"
1133920,1135600," I think we should do the user benchmarking because it's in the title."
1135600,1136600," Okay."
1136600,1137600," Let's do that."
1137600,1138600," I got you."
1138600,1140520," The user bench controversy."
1140520,1145440," So we were actually supposed to talk about this when we did Wancho Live at LTX."
1145440,1146440," Oh."
1146440,1147440," Yeah."
1147440,1149040," It was one of our highlighted topics."
1149040,1150680," We were like going to talk about it."
1150680,1154080," And then people got mad at me because they were like, you guys are covering up for Intel"
1154080,1155080," again."
1155080,1158280," And I'm like, whoa, whoa, whoa, chill, chill for a second."
1158280,1161160," We got all wrapped up like giving away cool stuff to the audience."
1161160,1164800," Like we were just like having a good time and actually didn't cover a ton of topics."
1164800,1166520," For some reference, you know, not at all."
1166520,1170200," For some reference of how much I've completely forgot this, I'm the one that decided it was"
1170200,1171760," our headliner topic."
1171760,1174880," And I got him to pose for it and everything."
1174880,1177280," And I had, I don't think I'd ever seen this before."
1177280,1180600," So the only reason I brought this up was because I saw a couple of comments that people were"
1180600,1183600," like, hey, you guys said you were going to talk about this."
1183600,1185280," I was like, yeah, we did actually have game."
1185280,1186280," We should do that."
1186280,1189600," I hope you called it out as your color topics because I don't remember this literally at"
1189600,1190600," all."
1190600,1193120," So user benchmark or user bench or whatever it's called."
1193120,1194120," Yeah."
1194120,1197320," User bench, which I have actually never heard of."
1197320,1199400," Should I have heard of user benchmark?"
1199400,1202800," Uh, let me go make."
1202800,1204720," Uh, okay."
1204720,1207200," I have maybe I've heard of it at some point."
1207200,1213960," But user benchmark has never actually been part of our benchmarking suite."
1213960,1215840," You're sharing screen sharing, by the way, right now."
1215840,1219920," It's never been part of our benchmarking suite here at Linus Media Group."
1219920,1220920," Yeah, I know."
1220920,1222920," I have never run it out of idle curiosity."
1222920,1225000," So I thought it was something else."
1225000,1226400," No, I've never seen this either."
1226400,1227400," Okay."
1227400,1228400," Cool."
1228400,1233120," So anyway, apparently they get millions of website traffic every month."
1233120,1234120," So that's cool."
1234120,1237400," Apparently they recently adjusted their score weighting mechanism."
1237400,1243040," So previously they weighed single core performance as 40% of the score."
1243040,1245360," Quad core as or quad threaded."
1245360,1246520," Did it jump back real quick?"
1246520,1247520," Jump back to your screen."
1247520,1248520," Sure."
1248520,1254560," Quad threaded performance as 50% of your score and multi core performance as 10% of your"
1254560,1255560," score."
1255560,1256560," I have fixed it now."
1256560,1260960," So you can see on their scoring things, they have percentage values, user rating percentage"
1260960,1263120," values, single core, multi core."
1263120,1265880," I don't actually see the quad core thing, which is the highest weighted one."
1265880,1267640," So not sure, but don't worry about it."
1267640,1270240," But they have everything like set on the top here."
1270240,1271240," Okay."
1271240,1277240," So they came out and they were like, however, due to unrealistic scores of many core CPUs,"
1277240,1283120," like Ryzen 3000 series, user bench changed their weighting system as follows."
1283120,1290080," 40% single core, 58% quad core and only 2% multi core."
1290080,1295760," So previously it was 40% single core, 50% quad core and 10% multi core."
1295760,1297680," So they dropped the multi core by a lot."
1297680,1298680," All right."
1298680,1304280," So this riled up AMD fans who want to see their team's processor at the top of the chart."
1304280,1310920," And you guys shouldn't be fans of microprocessor manufacturers because I'm, I'm a let you know,"
1310920,1312520," I'm a little secret."
1312520,1313520," Okay."
1313520,1316440," They don't care about you."
1316440,1317440," What?"
1317440,1319000," I know."
1319000,1321000," They care about their shareholders."
1321000,1323760," Oh, I'm sorry."
1323760,1325600," It hurts my feelings."
1325600,1328400," I appreciate their damage now."
1328400,1333440," Anyway, so this riled up the people who are fans of AMD."
1333440,1339560," And to be clear, I'm not down on being excited about competition in the marketplace."
1339560,1340720," I'm excited about that."
1340720,1341720," Yes."
1341720,1342720," But I'm not a fan of AMD."
1342720,1346280," I'm not a fan of Intel because at the end of the day, business is business."
1346280,1348000," And that's all it is."
1348000,1349000," Okay."
1349000,1355800," So this riled up AMD fans who are fans for whatever reason because the $120 quad core core"
1355800,1358000," I three, 8100 now beats."
1358000,1359180," Oh, wait, no, sorry."
1359180,1360960," This is a point of clarification."
1360960,1366040," So here's the thing though, AMD processors were not the only ones negatively affected"
1366040,1368920," in terms of their perceived value by these changes."
1368920,1376920," So the $120 quad core core, 3, 8100 now actually beats in tells $2,000, 18 core core, I nine"
1376920,1382360," ADX, and the rankings because of its higher boost frequency."
1382360,1385480," So user benchmark has hundreds of thousands of benchmarks, emissions and it's data based"
1385480,1388400," it influence the purchasing decisions of nearly 10 million visitors each month."
1388400,1391240," Wow, this sounds like an ad for user benchmark, which I've never heard of."
1391240,1396600," No, following the July 2019 cohort, we noticed the CPU gaming and desktop indices were overestimating"
1396600,1398000," all CPUs with core counts beyond eight."
1398000,1399000," So we updated that index."
1399000,1402680," So this is basically them sort of clarifying why this was done."
1402680,1403680," You know what?"
1403680,1409320," I understand why AMD fans are mad because you know, their thread ripper CPUs now don't"
1409320,1410320," look as good."
1410320,1415160," But the thing that people have to understand is that while I don't necessarily agree on"
1415160,1419400," 2% as the right number for workloads that will take advantage of a thread ripper for"
1419400,1421560," the average user."
1421560,1425760," It's definitely less than 10% yeah."
1425760,1427240," So."
1427240,1437360," And like from the wording that I've seen it literally says it's geared towards gamers."
1437360,1439800," They say that in the text on their website."
1439800,1443680," So I think user I think what they could do is a couple of things."
1443680,1449600," They could improve the system by either updating it frequently because if the idea is that"
1449600,1452680," they want to wait."
1452680,1459040," They want to wait the workloads that are likely in the present day more heavily."
1459040,1460560," That makes total sense."
1460560,1463320," That absolutely makes sense."
1463320,1466920," Or what they could do is they could allow you to run it a couple of different ways."
1466920,1473160," So you could you could run it in like today mode or you could run it in forward looking"
1473160,1475880," mode or like a software gets more multi threaded."
1475880,1476880," I'm going to care more about that."
1476880,1478600," I want to buy a future more more."
1478600,1480040," I hate the F word, but a more future."
1480040,1481600," Future proof processor."
1481600,1486160," Yeah, no, I like one of the things that I like about that concept is just you could even"
1486160,1490800," check pick the future one knowing that you have some use cases now that could use multi"
1490800,1491800," core more."
1491800,1495120," And just be like, I am a future man."
1495120,1496560," Future man."
1496560,1499280," But like it's I like the idea of being able to mess with it."
1499280,1502920," So you could go like, OK, multi core is this percentage important to me."
1502920,1504560," Caught core is this percentage important to me."
1504560,1506120," Single core is this percentage."
1506120,1508720," Some of the problems there are some people are going to recognize how important single"
1508720,1513400," core is due to a whole bunch of reasons and other various things."
1513400,1516880," But yeah, I mean, it's interesting."
1516880,1518840," I do agree with multi core being down."
1518840,1523360," I again, and I but I don't know about the 2% about 2% that seems pretty low."
1523360,1528240," On the other hand, and like if they're looking at it going, yeah, you know, an upcoming 32"
1528240,1531160," core thread ripper or wait, there's a 32 core now, isn't there?"
1531160,1532160," Yeah."
1532160,1535640," So an upcoming like 64 core thread ripper or something like that for the average user's"
1535640,1544720," workload, no is not going to perform 80% better in far cry five or whatever."
1544720,1545880," That will field five."
1545880,1552200," It's not it's not actually materially faster in workloads that most average users are going"
1552200,1553200," to be running."
1553200,1554200," Yeah."
1554200,1556040," No, I will restart later computer."
1556040,1557040," Wow."
1557040,1558040," It's really annoying."
1558040,1559040," You know, it could be kind of fun."
1559040,1560040," Yeah."
1560040,1561040," Benchmarking."
1561040,1565240," Not that this news matters enough to necessarily do this, but having a video where you benchmark"
1565240,1571160," the I 9 99 80 X E versus the I 3 8100."
1571160,1577000," Just go like how does like done that video that exact video."
1577000,1582960," Not quite, but I think we did $100 CPU versus $1,000 CPU."
1582960,1583960," Okay."
1583960,1589120," So close, but we're talking 120 versus two grand, but similar."
1589120,1591080," Um, it's similar."
1591080,1595200," Let me see if I don't remember exactly what we oh no, we did as a $600 CPU."
1595200,1597880," 10 times more powerful than a $60 one."
1597880,1598880," That's pretty cool."
1598880,1600040," People hated that video."
1600040,1601040," Why?"
1601040,1602240," They were just mad."
1602240,1603400," I don't know why they were mad."
1603400,1607360," Yeah, it has a lot of dis like a 10% dislike ratio."
1607360,1609320," I don't I don't get it."
1609320,1612120," What were people mad about mad about?"
1612120,1616160," Um, oh, some people were mad because I kept calling it a core."
1616160,1618240," I said them because this is back when core."
1618240,1622360," I know it's like that was a hard vocal shift."
1622360,1624400," I don't blame you team."
1624400,1628440," Is a $600 line is more powerful than a $60 loop."
1628440,1632600," What are these comments?"
1632600,1633800," Title is click bait."
1633800,1635640," $64 instead of 60 reported."
1635640,1636640," Oh, good."
1636640,1637640," Oh, right."
1637640,1638640," Um, okay."
1638640,1639640," You know what?"
1639640,1640640," Piano banana."
1640640,1641640," Let's answer your question."
1641640,1646120," I'm watching every video from you for years and have an important question you never answered."
1646120,1649160," What should I do when I want to share my mouse and keyboard between multiple computers"
1649160,1650160," at once?"
1650160,1651160," Wait, are they just joking about?"
1651160,1652160," They must have had like a spot."
