start,end,text
1065760,1069760," have a McDonald's fry thanks thanks for the McDonald's"
1069760,1074400," fries yeah i'm good i'll have to if i if okay"
1074400,1077600," if i i will i will taste the ones that i that i don't"
1077600,1081200," definitely know okay that is definitely McDonald's okay"
1081200,1084320," can i have one a number two that one's definitely this is a"
1084320,1090080," versus game McDonald's fries have looked the same"
1090080,1094960," literally my entire life mm-hmm okay can i see number three that looks like"
1094960,1098160," it has an apple in the top this one i don't know what am i even"
1098160,1100880," looking at it's supposed to be cheese is that chewed up gum is this like"
1100880,1102960," supposed to be like a cheese curremated at some point"
1102960,1108480," that is uncle lioness is fresh cheese so you never know what oh i see"
1108480,1112640," um uncle lioness's recipe what what do i what do i say if like i"
1112640,1116080," guarantee you i have no idea what that one that one or that one"
1116080,1120000," are but i'm we got a 90 percent sure i know what this one this one and that"
1120000,1122320," one are uh you're competing for score yeah"
1122320,1125760," wherever it's the we're apparently competing but my like my"
1125760,1129280," what are the options options okay the front"
1129280,1133280," old fast food restaurant yeah okay but i don't even know all the common one"
1133280,1137120," all the common ones uh the that all you can find in"
1137120,1141440," the mall or uh uh on the road i don't even think i can name six"
1141440,1145680," yeah windies so the first two were definitely very easy"
1145680,1149200," i don't even know who makes a poutine i don't know if this is supposed to be a"
1149200,1152000," poutine there's definitely cheese curds i don't think that"
1152000,1155120," eating this is going to help me"
1155120,1163120," it didn't um okay well here you go luke um okay i'll try that in a second i i'm"
1163120,1169200," not going to be able to okay um crap i don't even know"
1169200,1173520," all right sure i'm just gonna i'm gonna start just writing common things"
1173520,1180960," um so this one uh is number four mhm right i see"
1180960,1185520," okay i'm not gonna eat that um"
1185520,1189840," now are you guys seeing this should we switch to one of the one of the other"
1189840,1193120," can't here hold on hold on we've got i got it if you hold it up uh yeah there"
1193120,1198400," you are sure okay are you the lightest cam is not working"
1198400,1202080," is that that is the lightest cam expected behavior"
1202080,1204800," this is the linest cam well where's the wide cam what"
1204800,1207280," oh i know why that's happening yeah yeah Linus cam"
1207280,1210800," uh uh Dennis is it possible that more than one"
1210800,1214160," or from the same place no they're all from"
1214160,1217440," okay restaurants i didn't make any of them"
1217440,1220640," no no i'm wondering it's like is it possible that you ordered like normal"
1220640,1224640," fries and also poutine fries from the same place okay they're all separate"
1224640,1227840," here you go what the"
1227840,1235680," uh can i have number five what are we doing i"
1235680,1242240," i don't know but please have number five what's happening what are you doing Dennis"
1242240,1247040," uncle lannus is annoying he just wanted the person wanted to buy it"
1247040,1251360," i was not consulting that's why uncle lannus is oh this is so cold"
1251360,1255280," there's a there's a thing on it there's the thing on the end yet"
1255280,1260640," ah eating the hair ah nothing it's part of the experience of um"
1260640,1266400," having fast food from this place okay yeah well um i don't know"
1266400,1268720," sure"
1268720,1275520," uh okay and then the last one last one"
1279360,1282560," i feel like i have no idea what number is that one six"
1282560,1285680," uh i don't think have you not written down anything yet luke"
1285680,1290240," this is pretty easy like if you can you guys kind of can tell"
1290240,1294640," by the look of it no i'm just drawing a blank i can't even remember what fast"
1294640,1300480," food restaurants there are um i have the same opinion i have the"
1300480,1304160," exact same opinion that i had before i tried any of them i'm 90% sure i know"
1304160,1306480," what three are i still think they are what they are"
1306480,1310240," i'm a hundred percent sure i have no idea what the other three are"
1310240,1314160," because i've never ordered fast food poutine okay no clue all right well"
1314160,1319360," let's get this over with hold on maybe uh okay three which one even is three"
1319360,1324400," three three that is a truly unimpressive"
1324400,1327600," poutine okay you guys have to lock in your answer my answers are locked in"
1327600,1333840," they're written down i'm ready oh look it's not he's trying"
1335200,1339200," i'm sorry guys i had no idea what was going on here"
1339200,1343520," you can see why channels superfund didn't survive this is very off script"
1343520,1347520," it's off script as well okay i know i know i'm pretty sure i'm going to lose but i"
1347520,1351840," i sent it i sent it okay you guys very obvious okay give me the"
1351840,1355040," just lockdown it's lockdown it's it's fine do you know"
1355040,1358640," who's who's who's did you just all right we know from the writing so number one"
1358640,1361520," this one you guys already know it's mordano yeah we knew before we ate it"
1361520,1364960," yeah yeah we figured that out yeah yeah yeah thing"
1364960,1371360," yeah and then number three is from Wendy we can't even see oh okay well"
1371360,1373760," fail that one it's a poutine without the meat"
1373760,1377440," what poutine poutine doesn't have meat but go on"
1377440,1383680," the meat juice great meat juice i'm calling that meat juice for the rest of"
1383680,1389200," my life number four is i'm called lioness recipe"
1389200,1392400," yeah because that's not french fries that's"
1392400,1397680," tater tots with some a lot of salt a lot of salt how what how was uncool"
1397680,1402080," lioness's recipe i hated everything i mean they're cold i didn't like a"
1402080,1406160," single thing that i was eight i was garbage uncle lioness recipe"
1406160,1409920," yeah yeah i oh did you make that i'm sorry dennis"
1409920,1414640," it's cold you don't you don't want heated potato products that are now cold"
1414640,1417840," but that is always bad so me juice and that one"
1417840,1422000," new york fries did i get that one too what i've"
1422000,1425040," i haven't eaten at new york fries ever"
1425040,1431600," not one roasted number six is what's bad what's the penalty kfc okay yeah i"
1431600,1434640," didn't even guess the right three extra restaurants"
1434640,1440880," tim hortons uh it's not a half f*cking fries no i don't go there"
1440880,1446800," so i guess um look this is your dinner for tonight so i'm"
1446800,1452960," i'm leaving oh girl thank you dennis they can't hear you the mics over here"
1452960,1457200," dennis sorry i used to i found mike down"
1457200,1461920," uncle that's uncle lioness's recipe that's why uncle lioness is failing i see"
1461920,1466480," okay so understandable why is there hoodie support uncle lioness"
1466480,1471040," and something something this too thanks for that lttstore.com"
1471040,1480560," this is a real job i have okay this is a real thing i actually pay people to do"
1480560,1486320," apparently wow thanks dennis that was all right"
1486320,1489840," so what someone's flaming my opinion on heated potato products now being cold"
1489840,1492800," being bad and they said cold never had a british"
1492800,1498160," roast potato cold are you seriously bragging about the quality of british"
1498160,1502720," food is that actually happening as a British person i honestly find that"
1502720,1507520," offensive this thing actually hold hold back of potatoes"
1507520,1512800," yeah that's not what it's for dennis it's like a but yeah look at that"
1512800,1515920," okay all right thank you"
1515920,1522080," there we go thank you for the creative sponsor okay um are we doing the rest of"
1522080,1525840," the sponsor integrations now no my opinion on so many like celebrity"
1525840,1529760," chefs being from britain is because they have to be really good to make the food"
1529760,1533600," palatable ouch thank thank you for your second dennis"
1533600,1537200," i am i'm actually really impressed with myself for getting five out of those"
1537200,1540640," six right i think all of them i don't i don't even know how well i did but i did"
1540640,1544640," poorly i think i only got two yeah i haven't eaten fries at"
1544640,1548880," any of these places other than mcdonald's and a w in at least five years"
1548880,1553840," new york fries i've never eaten fries for is a new york fries in the mall it's"
1553840,1558400," always in the food courts like i've seen it a hundred times but i've just never"
1558400,1561040," i've never that's what i mean with like not knowing the options i was just like"
1561040,1566720," i have literally i'm a subway boy or like i'll usually get like panda express"
1566720,1570480," or equivalent or like uh one of those places where you just pick all the"
1570480,1573920," stuff by weight and then they just like stir fry it for you"
1573920,1577520," like that's that's my go-to i'm never gonna be like yeah i want"
1577520,1582080," really expensive fries i love how dennis's idea for us for a segment"
1582080,1586960," was to give us i'll word it the way joe just worded it to give us cold mall"
1586960,1589280," fries"
1589280,1594800," because like none of those were even mildly warm but they were all like"
1594800,1598960," actually cool no no there was a bit of warmth in the one that had the like"
1598960,1599600," hair on it"
1601520,1610080," crotch wall you rush to six places"
1610080,1617280," yeah okay all right the hair's not your hair i believe you it wasn't black"
1617280,1622640," so that's good it was a little bit curly so i don't know that it was a head"
1622640,1625600," hair but it was something"
1625600,1631440," um okay why don't we why don't we let me pick what we're going to talk"
1631440,1635760," about next let's move on let's talk about um"
1635760,1640480," what everyone thought was my fault um for for fairly reasonable reasons"
1640480,1643520," which was uh tech linked just getting deleted"
1643520,1649040," yeah at like four in the morning yeah so i got to sleep through it this time"
1649040,1652960," yeah which was kind of amazing yeah can i just say"
1652960,1657280," shout out and great job everyone who was involved in the mitigation there"
1657280,1661760," yeah yeah we i there was a few points in time where we were like should we wake"
1661760,1664560," up lines and one but there was nothing really"
1664560,1668880," additional that you guys could do because it like it wasn't a security"
1668880,1671680," thing this time okay go back to square one"
1671680,1676000," um at about four in the morning ish i don't know the exact time because i was"
1676000,1679600," not the person that caught it but at about four in the morning ish the"
1679600,1682400," earliest message that i got i believe was at four ten"
1682400,1687840," um the tech linked channel was just straight up"
1687840,1692400," obliterated out of nowhere there was there was no like yeah"
1692400,1696880," there was no like progression of channel flags or anything it was just"
1696880,1701680," gone plus yote it was it was yoted at four in the"
1701680,1706080," morning i don't know yeah um we we get a few messages about it"
1706080,1709600," eventually colton calls me at like six in the morning or something and is like"
1709600,1713920," hey like what the heck's going on uh we look into it doesn't seem to be any"
1713920,1717360," security problems or anything like that the channel's just"
1717360,1720960," gone we're like what the heck eventually we message"
1720960,1724720," uh google and they got it fixed pretty quickly i think we're still maybe"
1724720,1727120," dealing with some issues or it was recently resolved where comments"
1727120,1730400," weren't there for a while yeah there seemed to be some missing comments or"
1730400,1732560," something like that yeah so the channel's still kind of"
1732560,1735760," getting properly for all i know that may be"
1735760,1739440," uh remnant of the original hijack though because i don't know if all the"
1739440,1742960," comments were correctly restored in the first place"
1742960,1747120," uh it's definitely worse now if it was bad before sure because i've seen some"
1747120,1752320," weird behavior on ltt where the comment might be there if i view it publicly"
1752320,1754320," but it's not showing up in the dashboard there is"
1754320,1757440," definitely some problems from back then but"
1757440,1760320," tech linked had like no comments on anything"
1760320,1764800," right it was it was like super super bad um so maybe it got like worse maybe"
1764800,1768320," it compounded i don't know so it's still it's still sort of being restored or"
1768320,1771120," maybe it's done now i haven't checked on it in about 24 hours"
1771120,1775600," um but yeah it just got it just got yeeted and i don't believe"
1775600,1778960," google has made an official statement on what happened"
1778960,1784640," i am fairly confident luke has a theory yeah i don't know but that's just a"
1784640,1788160," theory so wait wait what channel are we on such"
1788160,1792480," um i think they they listen to the cries of a bunch of us including lienus and i"
1792480,1796160," um saying that these streams should be caught with"
1796160,1800000," content id way sooner yeah especially because it's"
1800000,1803760," always the same stupid stream so once you've identified one of these scammer"
1803760,1808000," streams i thought that's the whole point of content id"
1808000,1812160," is that you're supposed to take down harmful or infringing content"
1812160,1817920," yeah and yet this stupid elon crypto streams scam thing clearly running"
1817920,1820800," rampant on the platform yeah doing nothing about it yeah so i think they"
1820800,1825040," did actually start doing something about it kudos by the way yes that is good"
1825040,1827760," however but it detected a bunch of"
1827760,1832240," privateed versions of those streams so videos that like yeah you should"
1832240,1834400," probably get rid of it eventually but like it's private it's not doing anything"
1834400,1837360," no one can access it yeah i actually had left the archive of"
1837360,1840560," that stream up on in our channel for like the memes"
1840560,1843920," and i had meant to post on social about it like uh you know hey"
1843920,1846880," you guys remember our this classic live stream like i don't know i"
1846880,1850240," yeah like it doesn't it doesn't really matter anymore yeah once it's private"
1850240,1854880," yeah but content id can still search private videos yeah and the reason for"
1854880,1859120," that is that many people will upload copyrighted content like movies"
1859120,1863200," privately just so that they can like watch it"
1863200,1866400," yeah outside of their house like oh this is my version of plex uh-huh like"
1866400,1870080," yeah just uploading stuff to you too can't use it that way so it should it"
1870080,1872560," should i'm not complaining about it searching private videos"
1872560,1875680," but it detected not just our channel not just tech linked"
1875680,1878800," but also a bunch of other people's channels because after it happened i had a"
1878800,1881520," bunch of people reach out and be like yeah my channel got new to two for this"
1881520,1885360," exact same thing and luckily it seems like across the board"
1885360,1889120," google is responding very quickly and getting people's accounts back"
1889120,1894320," which is not the most characteristic so i appreciate that it is happening"
1894320,1898640," that's good this is an improvement happy um but yeah no official statement pretty"
1898640,1902000," short content id flagged it and then just started nuking channels"
1902000,1906880," um which you know i understand the world is not one"
1906880,1909680," time zone but it sucked that that happened in four in the morning at four"
1909680,1912160," in the morning for us it also sucked that there was no"
1912160,1917840," warning or flag or heads up or anything whatsoever you just obliterate this"
1917840,1921280," channel out of nowhere it i am constantly amazed"
1921280,1924640," with these big companies how it feels like"
1924640,1928640," like three quarters of the time there's too many people too many moving parts and"
1928640,1932160," they just get cog jammed and they can't move forward or do anything"
1932160,1936000," and then out of nowhere it just seems like something super fly by night just"
1936000,1939600," like zooms in and just there was no oversight or thought there's like oh yeah"
1939600,1943360," we should contact idithm good idea boom and just blow everything up"
1943360,1947760," like especially because it's not like we had three copies of the stream"
1947760,1951440," sitting in our channel it was what are we strikes two maybe"
1951440,1956960," it wasn't three though it wasn't three it's it's it's mind blowing"
1956960,1961120," and like other channels that we had had private versions of that stream as well"
1961120,1965440," but those didn't get taken down which is like"
1965440,1968960," okay yeah so like did they run it and then realize like oh crap"
1968960,1971360," i'm not sure we didn't think about this use case and then stop it and it"
1971360,1974880," didn't get all the way through or i don't know what happened but uh yeah"
1974880,1979760," this was not a new issue this was an artifact of the original issue that"
1979760,1984560," happened a couple weeks ago um just like re-biting us um and it's been fixed"
1984560,1988080," already everything's good we're fine this hilarious youtube chat is actually"
1988080,1993120," moving slow enough that i can see it for a change uh watch them try to retroactively"
1993120,1997920," sue sesame street for cookie monster yeah anyway sorry just let's we can keep"
1997920,2004800," moving oh my goodness um so anyway kudos youtube"
2004800,2008160," for getting this sorted out but also what the heck"
2008160,2013040," dang it youtube you can't just you can't just like delete channels like that"
2013040,2016720," i mean they can i guess but probably shouldn't yeah probably shouldn't"
2016720,2021520," yeah um let's go ahead and jump into our next topic here which is going to be"
2021520,2025600," and like it would probably be less destructive if instead of deleting the"
2025600,2029600," channel if you got rid of that content and then like"
2029600,2032880," locked it so it couldn't upload for a certain amount of time but people could"
2032880,2035840," still view it and externally it didn't look like anything was wrong and then"
2035840,2038800," you resolve it with the creator instead of just be like"
2038800,2043680," boo oh okay we can restore it but all your comments are gone like just"
2043680,2048640," maybe slightly less destructive actions could be cool um i know you can do that"
2048640,2051520," type of stuff because you can stop people from being able to stream"
2051520,2054800," yeah so if you can just stop them from also being able to post"
2054800,2059360," anything so community updates or vods or anything else shorts whatever if you"
2059360,2062880," just stop all posting capabilities until it's resolved like a read-only state"
2062880,2067600," that would be a way better solution yeah it honestly may not be that simple"
